locality,postcode
Trogen,95183
Troisdorf,53840
Troisdorf,53842
Troisdorf,53844
Troistedt,99438
Trollenhagen,17039
Tröndel,24321
Trossin,04880
Trossingen,78647
Tröstau,95709
Trostberg,83308
Trulben,66957
Trunkelsberg,87779
Tschernitz,03130
Tschirn,96367
Tübingen,72070
Tübingen,72072
Tübingen,72074
Tübingen,72076
Tuchenbach,90587
Tülau,38474
Tümlauer Koog,25881
Tunau,79677
Tuningen,78609
Tuntenhausen,83104
Türkenfeld,82299
Türkheim,86842
Turnow-Preilack,03185
Tussenhausen,86874
Tüßling,84577
Tutow,17129
Tüttendorf,24214
Tüttleben,99869
Tuttlingen,78532
Tutzing,82327
Tützpatz,17091
Twedt,24894
Twist,49767
Twistetal,34477
Twistringen,27239
Tyrlaching,84558
Übach-Palenberg,52531
Übereisenbach,54689
Überherrn,66802
Überlingen,88662
Übersee,83236
Ubstadt-Weiher,76698
Uchte,31600
Üchtelhausen,97532
Uckerfelde,17291
Ückeritz,17459
Uckerland,17337
Udenheim,55288
Uder,37318
Üdersdorf,54552
Udestedt,99198
Udler,54552
Uebigau-Wahrenbrück,04895
Uebigau-Wahrenbrück,04924
Uebigau-Wahrenbrück,04938
Ueckermünde,17373
Uedem,47589
Uehlfeld,91486
Uehrde,38170
Uelitz,19077
Uelsby,24860
Uelsen,49843
Uelversheim,55278
Uelvesbüll,25889
Uelzen,29525
Uersfeld,56767
Ueß,56767
Uetersen,25436
Uettingen,97292
Uetze,31311
Uffenheim,97215
Uffing am Staffelsee,82449
Uhingen,73066
Uhldingen-Mühlhofen,88690
Uhler,56290
Ühlingen-Birkendorf,79777
Uhlstädt-Kirchhasel,07407
Ulm,89073
Ulm,89075
Ulm,89077
Ulm,89079
Ulm,89081
Ulm,89160
Ulmen,56766
Ulmet,66887
Ulrichstein,35327
Ulsnis,24897
Umkirch,79224
Ummanz,18569
Ummendorf,39365
Ummendorf,88444
Ummern,29369
Ummerstadt,98663
Umpferstedt,99441
Undeloh,21274
Undeloh,29640
Undenheim,55278
Ungerhausen,87781
Unkel,53572
Unkenbach,67823
Unlingen,88527
Unna,59423
Unna,59425
Unna,59427
Unnau,57648
Unsleben,97618
Unstrut-Hainich,99947
Unstrut-Hainich,99986
Unstrut-Hainich,99991
Unstruttal,99974
Unstruttal,99976
Unterammergau,82497
Unterbodnitz,07646
Unterbreizbach,36404
Unterbreizbach,36414
Unterdießen,86944
Unterdietfurt,84339
Unteregg,87782
Untereisesheim,74257
Unterensingen,72669
Unterföhring,85774
Untergriesbach,94107
Untergruppenbach,74199
Unterhaching,82008
Unterjeckenbach,67746
Unterkirnach,78089
Unterleinleiter,91364
Untermarchtal,89617
Untermaßfeld,98617
Untermeitingen,86836
Untermerzbach,96190
Untermünkheim,74547
Unterneukirchen,84579
Unterpleichfeld,97294
Unterreichenbach,75399
Unterreit,83567
Unterroth,89299
Unterschleißheim,85716
Unterschneidheim,73485
Unterschwaningen,91743
Untershausen,56412
Untersiemau,96253
Unterspreewald,15910
Unterstadion,89619
Untersteinach,95369
Unterthingau,87647
Unterwachingen,89597
Unterwaldhausen,88379
Unterweißbach,98744
Unterwellenborn,07333
Unterwössen,83246
Untrasried,87496
Unzenberg,55483
Upahl,23936
Upgant-Schott,26529
Uphusum,25923
Uplengen,26670
Uppershausen,54673
Urbach,73655
Urbach,73660
Urbach,56317
Urbach,99765
Urbar,56182
Urbar,55430
Urleben,99955
Urmersbach,56761
Urmitz,56220
Ursberg,86513
Urschmitt,56825
Ursensollen,92289
Urspringen,97857
Ürzig,54539
Usch,54655
Usedom,17406
Userin,17237
Usingen,61250
Uslar,37170
Ustersbach,86514
Utarp,26556
Utecht,19217
Utendorf,98617
Utersum,25938
Utscheid,54675
Uttenreuth,91080
Uttenweiler,88524
Üttfeld,54619
Utting am Ammersee,86919
Utzedel,17111
Utzenfeld,79694
Utzenhain,56291
Utzerath,54552
Üxheim,54579
Vaale,25572
Vaale,25594
Vaalermoor,25594
Vacha,36404
Vachdorf,98617
Vachendorf,83377
Vahlberg,38170
Vahlbruch,37647
Vahlde,27389
Vaihingen an der Enz,71665
Vallendar,56179
Valley,83626
Valwig,56812
Varel,26316
Varrel,27259
Vastorf,21397
Vaterstetten,85591
Vaterstetten,85598
Vaterstetten,85599
Vaterstetten,85622
Vaterstetten,85646
Vechelde,38159
Vechta,49377
Veelböken,19205
Veilsdorf,98669
Veitsbronn,90587
Veitshöchheim,97209
Veitsrodt,55758
Velbert,42549
Velbert,42551
Velbert,42553
Velbert,42555
Velburg,92355
Velden,84149
Velden,91235
Veldenz,54472
Velen,46342
Velgast,18469
Vellahn,19260
Vellberg,74541
Vellmar,34246
Velpke,38458
Velten,16727
Veltheim,38173
Vendersheim,55578
Venningen,67482
Ventschow,19417
Verchen,17111
Verden (Aller),27283
Veringenstadt,72519
Verl,33415
Versmold,33775
Vestenbergsgreuth,91487
Vetschau/Spreewald,03226
Vettelschoß,53560
Vettweiß,52391
Viechtach,94234
Vielank,19303
Vielbach,56244
Vielitzsee,16835
Vierden,27419
Viereck,17309
Viereth-Trunstadt,96191
Vierherrenborn,54314
Vierhöfen,21444
Vierkirchen,85256
Vierkirchen,02894
Vierlinden,15306
Viernheim,68519
Viersen,41747
Viersen,41748
Viersen,41749
Viersen,41751
Vilgertshofen,86946
Villenbach,86637
Villingendorf,78667
Villingen-Schwenningen,78048
Villingen-Schwenningen,78050
Villingen-Schwenningen,78052
Villingen-Schwenningen,78054
Villingen-Schwenningen,78056
Villmar,65606
Vilsbiburg,84137
Vilseck,92249
Vilsheim,84186
Vilshofen an der Donau,94474
Vinningen,66957
Viöl,25884
Virneburg,56729
Visbek,49429
Visselhövede,27374
Vlotho,32602
Voerde (Niederrhein),46562
Vogelsang,15890
Vogelsang-Warsin,17375
Vogelsberg,99610
Vögelsen,21360
Vogt,88267
Vogtareuth,83569
Vogtei,99986
Vogtsburg im Kaiserstuhl,79235
Vohburg a.d.Donau,85088
Vohenstrauß,92648
Vöhl,34516
Vöhrenbach,78147
Vöhringen,89269
Vöhringen,72189
Voigtsdorf,17349
Volkach,97332
Volkenschwand,84106
Volkerode,37308
Völkersweiler,76857
Volkertshausen,78269
Volkerzen,57612
Volkesfeld,56745
Völklingen,66333
Volkmannsdorf,07924
Volkmarsen,34471
Vollersode,27729
Vollersroda,99438
Vollerwiek,25836
Vollmersbach,55758
Vollmershain,04626
Vollmersweiler,76744
Vollrathsruhe,17194
Vollstedt,25821
Völpke,39393
Völschow,17129
Volsemenhusen,25693
Voltlage,49599
Volxheim,55546
Vorbach,95519
Vorbeck,18258
Vorderweidenthal,76889
Vordorf,38533
Vorra,91247
Vörstetten,79279
Vorwerk,27412
Vreden,48691
Vrees,49757
Waabs,24369
Waake,37136
Waakirchen,83666
Waal,86875
Wabern,34590
Wachau,01454
Wachenheim,67591
Wachenheim an der Weinstraße,67157
Wachenroth,96193
Wachstedt,37359
Wachtberg,53343
Wachtendonk,47669
Wächtersbach,63607
Wacken,25596
Wackerow,17498
Wackersberg,83646
Wackersdorf,92442
Waddeweitz,29496
Wadern,66687
Wadersloh,59329
Wadgassen,66787
Waffenbrunn,93494
Wagenfeld,49419
Wagenhausen,56826
Wagenhoff,38559
Wagersrott,24392
Waghäusel,68753
Waging am See,83329
Wahlbach,55494
Wahlenau,55491
Wahlhausen,37318
Wahlheim,55234
Wahlrod,57614
Wahlsburg,37194
Wahlstedt,23812
Wahlstorf,24211
Wahnwegen,66909
Wahrenholz,29399
Waiblingen,71332
Waiblingen,71334
Waiblingen,71336
Waibstadt,74915
Waidhaus,92726
Waidhofen,86579
Waigandshain,56477
Waigolshausen,97534
Wain,88489
Wain,89165
Waischenfeld,91344
Wakendorf I,23845
Wakendorf II,24558
Walchum,26907
Wald,87616
Wald,93192
Wald,88639
Waldachtal,72178
Waldalgesheim,55425
Waldaschaff,63857
Waldböckelheim,55596
Waldbreitbach,56588
Waldbröl,51545
Waldbronn,76337
Waldbrunn,97295
Waldbrunn,65620
Waldbrunn,69429
Waldburg,88289
Waldbüttelbrunn,97297
Walddorfhäslach,72141
Waldeck,34513
Waldeck,07646
Waldems,65529
Waldenbuch,71111
Waldenburg,74638
Waldenburg,08396
Walderbach,93194
Waldershof,95679
Waldesch,56323
Waldfeucht,52525
Waldfischbach-Burgalben,67714
Waldgrehweiler,67822
Waldhambach,76857
Waldheim,04736
Waldhof-Falkenstein,54673
Waldhufen,02906
Waldkappel,37284
Waldkirch,79183
Waldkirchen,94065
Waldkraiburg,84478
Waldlaubersheim,55444
Waldleiningen,67693
Wald-Michelbach,69483
Waldmohr,66914
Waldmühlen,56479
Waldmünchen,93449
Waldorf,53498
Waldrach,54320
Waldrohrbach,76857
Waldsassen,95652
Waldsee,67165
Waldshut-Tiengen,79761
Waldsieversdorf,15377
Waldsolms,35647
Waldstetten,89367
Waldstetten,73550
Waldthurn,92727
Waldweiler,54429
Walhausen,56865
Walheim,74399
Walkendorf,17179
Walkenried,37445
Walkertshofen,86877
Walksfelde,23896
Walldorf,69190
Walldürn,63928
Walldürn,74731
Wallen,25788
Wallenborn,54570
Wallendorf,54675
Wallenfels,96346
Wallenhorst,49134
Wallerfangen,66798
Wallerfing,94574
Wallersdorf,94522
Wallersheim,54597
Wallerstein,86757
Wallertheim,55578
Wallgau,82499
Wallhalben,66917
Wallhausen,74599
Wallhausen,55595
Wallhausen,06528
Wallmenroth,57584
Wallmerod,56414
Wallmoden,38729
Wallsbüll,24980
Wallscheid,54531
Wallstawe,29413
Walluf,65396
Walow,17209
Walpernhain,07613
Walpertskirchen,85469
Walschleben,99189
Walsdorf,54578
Walsdorf,96194
Walshausen,66484
Walsheim,76833
Walsleben,16818
Walsrode,29664
Walsrode,29693
Waltenhausen,86480
Waltenhofen,87448
Walterschen,57632
Waltersdorf,07646
Waltershausen,99880
Walting,85137
Waltrop,45731
Walzbachtal,75045
Wanderup,24997
Wandlitz,16348
Wanfried,37281
Wang,85368
Wangelau,21483
Wangelnstedt,37627
Wangels,23758
Wangen,73117
Wangen im Allgäu,88239
Wangerland,26434
Wangerooge,26486
Wankendorf,24601
Wanna,21776
Wannweil,72827
Wanzleben-Börde,39164
Wapelfeld,24594
Warberg,38378
Warburg,34414
Wardenburg,26203
Warder,24646
Wardow,18299
Warendorf,48231
Waren (Müritz),17192
Warin,19417
Warlitz,19230
Warlow,19288
Warmensteinach,95485
Warmsen,31606
Warmsroth,55442
Warnau,24250
Warngau,83627
Warnkenhagen,17168
Warnow,23936
Warnow,23948
Warnow,18249
Warpe,27333
Warrenzin,17111
Warringholz,25560
Warsow,19075
Warstein,59581
Wartenberg,36367
Wartenberg,85456
Wartenberg-Rohrbach,67681
Warthausen,88447
Wartmannsroth,97797
Warwerort,25761
Wasbek,24647
Wasbüttel,38553
Wäschenbeuren,73116
Wäschenbeuren,73547
Wasenbach,56370
Wassenach,56653
Wassenberg,41849
Wasserburg am Inn,83512
Wasserburg (Bodensee),88142
Wasserliesch,54332
Wasserlosen,97535
Wasserthaleben,99718
Wassertrüdingen,91717
Wasungen,98634
Wasungen,98639
Wathlingen,29339
Wattenbek,24582
Wattendorf,96196
Wattenheim,67319
Watzerath,54595
Wawern,54612
Wawern,54441
Waxweiler,54649
Wechingen,86759
Wechselburg,09306
Weddelbrook,24576
Weddingstedt,25795
Wedel,22880
Wedemark,30900
Wedendorfersee,19217
Weede,23795
Weener,26826
Wees,24999
Weesby,24994
Weeze,47652
Wefensleben,39365
Wegberg,41844
Wegeleben,38828
Wegscheid,94110
Wehingen,78564
Wehlen,01829
Wehnde,37339
Wehr,56653
Wehr,79664
Wehrbleck,27259
Wehrbleck,49453
Wehretal,37287
Wehrheim,61273
Wehringen,86517
Weibern,56745
Weibersbrunn,63879
Weichering,86706
Weichs,85258
Weida,07570
Weiden,55758
Weidenbach,91746
Weidenbach,56355
Weidenbach,54570
Weidenberg,95466
Weidenhahn,56244
Weiden in der Oberpfalz,92637
Weidenstetten,89197
Weidenthal,67475
Weidhausen b.Coburg,96279
Weiding,93495
Weiding,92557
Weidingen,54636
Weigendorf,91249
Weigenheim,97215
Weihenzell,91629
Weiherhammer,92700
Weiherhammer,92729
Weihmichl,84107
Weikersheim,97990
Weil,86947
Weil am Rhein,79576
Weilar,36457
Weilbach,63937
Weilburg,35781
Weil der Stadt,71263
Weilen unter den Rinnen,72367
Weiler,56729
Weiler,56825
Weilerbach,67685
Weiler bei Bingen,55413
Weiler bei Monzingen,55627
Weilersbach,91365
Weiler-Simmerberg,88171
Weilerswist,53919
Weilheim,79809
Weilheim an der Teck,73235
Weilheim in Oberbayern,82362
Weil im Schönbuch,71093
Weilmünster,35789
Weilrod,61276
Weiltingen,91744
Weimar,99423
Weimar,99425
Weimar,99427
Weimar,99428
Weimar (Lahn),35096
Weinähr,56379
Weinbach,35796
Weinböhla,01689
Weingarten,76356
Weingarten,88250
Weingarten (Pfalz),67366
Weinheim,69469
Weinolsheim,55278
Weinsberg,74189
Weinsheim,54595
Weinsheim,55595
Weinstadt,71384
Weira,07806
Weischlitz,08538
Weisel,56348
Weisen,19322
Weisenbach,76599
Weisendorf,91085
Weisenheim am Berg,67273
Weisenheim am Sand,67256
Weiskirchen,66709
Weismain,96260
Weissach,71287
Weissach im Tal,71554
Weißbach,74679
Weißbach,07646
Weißdorf,95237
Weißenberg - Wóspork,02627
Weißenborn,37299
Weißenborn,07639
Weißenborn/Erzgebirge,09600
Weißenbrunn,96369
Weißenburg i. Bay.,91781
Weißendorf,07950
Weißenfels,06667
Weißenfels,06688
Weißenhorn,89264
Weißenohe,91367
Weißensberg,88138
Weißensee,99631
Weißenstadt,95163
Weißenthurm,56575
Weißkeißel - Wuskidź,02957
Weißwasser/O.L. - Běła Woda,02943
Weisweil,79367
Weitefeld,57586
Weitendorf,19412
Weitenhagen,18461
Weitenhagen,17498
Weitersbach,55624
Weitersborn,55629
Weitersburg,56191
Weiterstadt,64331
Weitersweiler,67808
Weitnau,87480
Weitramsdorf,96479
Welcherath,53539
Welchweiler,66887
Welden,86465
Welgesheim,55576
Welkenbach,57644
Welle,21261
Wellen,54441
Wellendingen,78669
Wellheim,91809
Welling,56753
Welmbüttel,25782
Welschbillig,54298
Welschenbach,56729
Welschneudorf,56412
Welt,25836
Welterod,56357
Weltersburg,56459
Welver,59514
Welzheim,73553
Welzheim,73635
Welzheim,73642
Welzheim,73667
Welzow,03119
Wembach,79677
Wemding,86650
Wendeburg,38176
Wendelsheim,55234
Wendelstein,90530
Wenden,57482
Wendisch Baggendorf,18513
Wendisch Evern,21403
Wendisch Rietz,15864
Wendlingen am Neckar,73240
Wendorf,18442
Wendtorf,24235
Weng,84187
Wennbüttel,25767
Wennigsen (Deister),30974
Wenningstedt-Braderup (Sylt),25996
Wensin,23827
Wentorf,23898
Wentorf bei Hamburg,21465
Wenzenbach,93173
Wenzendorf,21279
Wenzlow,14778
Werbach,97956
Werben,03096
Werben (Elbe),39539
Werben (Elbe),39615
Werda,08223
Werdau,08412
Werder,19386
Werder,17089
Werder (Havel),14542
Werdohl,58791
Werdum,26427
Werkhausen,57635
Werl,59457
Werlte,49757
Wermelskirchen,42929
Wermsdorf,04779
Wernau (Neckar),73249
Wernberg-Köblitz,92533
Wernburg,07381
Werne,59368
Werneck,97440
Wernersberg,76857
Werneuchen,16356
Wernigerode,38855
Wernigerode,38875
Wernigerode,38879
Werningshausen,99634
Weroth,56414
Werpeloh,49751
Werra-Suhl-Tal,99837
Wershofen,53520
Wertach,87497
Wertheim,97877
Werther,33824
Werther,99735
Wertingen,86637
Wesel,46483
Wesel,46485
Wesel,46487
Weselberg,66919
Wesenberg,23858
Wesenberg,17255
Wesendorf,29392
Wesselburen,25764
Wesselburener Deichhausen,25764
Wesselburenerkoog,25764
Wesseling,50389
Wesseln,25746
Weßling,82234
Wessobrunn,82405
Weste,29599
Westendorf,86707
Westendorf,87679
Westensee,24259
Westerau,23847
Westerborstel,25782
Westerburg,56457
Westerdeichstrich,25761
Westergellersen,21394
Westerheim,87784
Westerheim,72589
Westerhever,25881
Westerholt,26556
Westerholz,24977
Westerhorn,25364
Westerkappeln,49492
Westermoor,25597
Westerngrund,63825
Westernohe,56479
Wester-Ohrstedt,25885
Westerrade,23815
Westerrönfeld,24784
Westerstede,26655
Westerstetten,89198
Westertimke,27412
Westerwalsede,27386
Westgreußen,99718
Westhausen,73463
Westhausen,98663
Westheide,39343
Westheide,39345
Westheim,91747
Westheim,67368
Westhofen,67593
Westoverledingen,26810
Westre,25926
Wethau,06618
Wetschen,49453
Wettenberg,35435
Wetter,35083
Wetter (Ruhr),58300
Wetterzeube,06722
Wettin-Löbejün,06193
Wettlingen,54646
Wettringen,48493
Wettringen,91631
Wettrup,49838
Wettstetten,85139
Wetzlar,35576
Wetzlar,35578
Wetzlar,35579
Wetzlar,35580
Wetzlar,35581
Wetzlar,35582
Wetzlar,35583
Wetzlar,35584
Wetzlar,35585
Wetzlar,35586
Wewelsfleth,25599
Weyarn,83629
Weyer,56357
Weyerbusch,57635
Weyhausen,38554
Weyhe,28844
Weyher in der Pfalz,76835
Wichmar,07774
Wickede (Ruhr),58739
Wickenrodt,55758
Widdern,74259
Wiebelsheim,56291
Wieck a. Darß,18375
Wied,57629
Wiedemar,04509
Wieden,79695
Wiedenborstel,24613
Wiedensahl,31719
Wiedergeltingen,86879
Wiefelstede,26215
Wiegendorf,99510
Wiehl,51674
Wiek,18556
Wielen,49847
Wielenbach,82407
Wiemersdorf,24649
Wiemerstedt,25779
Wiendorf,18258
Wienhausen,29342
Wiernsheim,75446
Wierschem,56294
Wiersdorf,54636
Wiershop,21502
Wiesau,95676
Wiesbach,66894
Wiesbaden,55246
Wiesbaden,55252
Wiesbaden,65183
Wiesbaden,65185
Wiesbaden,65187
Wiesbaden,65189
Wiesbaden,65191
Wiesbaden,65193
Wiesbaden,65195
Wiesbaden,65197
Wiesbaden,65199
Wiesbaden,65201
Wiesbaden,65203
Wiesbaden,65205
Wiesbaden,65207
Wiesbaum,54578
Wiesemscheid,53534
Wiesen,63831
Wiesenau,15295
Wiesenaue,14662
Wiesenbach,69257
Wiesenbach,86519
Wiesenbronn,97355
Wiesenburg/Mark,14827
Wiesenfeld,37308
Wiesenfelden,94344
Wiesengrund,03149
Wiesensteig,73349
Wiesent,93109
Wiesenthal,36466
Wiesenthau,91369
Wiesentheid,97353
Wiesenttal,91346
Wieseth,91632
Wiesloch,69168
Wiesmoor,26639
Wiesthal,97859
Wiesweiler,67744
Wietmarschen,49835
Wietze,29323
Wietzen,31613
Wietzendorf,29649
Wiggensbach,87487
Wilburgstetten,91634
Wildau,15745
Wildberg,72218
Wildberg,17091
Wildeck,36208
Wildenberg,93359
Wildenfels,08134
Wildeshausen,27793
Wildflecken,97772
Wildpoldsried,87499
Wildsteig,82409
Wilgartswiesen,76848
Wilhelmsburg,17379
Wilhelmsdorf,91489
Wilhelmsdorf,07389
Wilhelmsdorf,88271
Wilhelmsfeld,69259
Wilhelmshaven,26382
Wilhelmshaven,26384
Wilhelmshaven,26386
Wilhelmshaven,26388
Wilhelmshaven,26389
Wilhelmsthal,96352
Wilhermsdorf,91452
Wilkau-Haßlau,08112
Willanzheim,97348
Willebadessen,34439
Willenscharen,24616
Willich,47877
Willingen,56479
Willingen (Upland),34508
Willingshausen,34628
Willmars,97647
Willmenrod,56459
Willmering,93497
Willroth,56594
Willstätt,77731
Willwerscheid,54533
Wilnsdorf,57234
Wilsdruff,01723
Wilsdruff,01737
Wilsecker,54655
Wilstedt,27412
Wilster,25554
Wilsum,49849
Wilthen,02681
Wiltingen,54459
Wilzenberg-Hußweiler,55767
Wimbach,53518
Wimmelburg,06313
Wimsheim,71299
Wincheringen,54457
Windach,86949
Windberg,94336
Windbergen,25729
Windeby,24340
Windeck,51570
Windelsbach,91635
Winden,56379
Winden,76872
Winden im Elztal,79297
Windesheim,55452
Windhagen,53578
Windischeschenbach,92670
Windischleuba,04603
Windorf,94575
Windsbach,91575
Wingerode,37327
Wingst,21789
Winhöring,84543
Winkelbach,57644
Winkel (Eifel),54558
Winkelhaid,90610
Winkelsett,27243
Winklarn,92559
Winnemark,24398
Winnen,56459
Winnenden,71364
Winnerath,53520
Winnert,25887
Winnigstedt,38170
Winningen,56333
Winnweiler,67722
Winringen,54614
Winseldorf,25551
Winsen,24568
Winsen (Aller),29229
Winsen (Aller),29308
Winsen (Luhe),21423
Winterbach,73650
Winterbach,89368
Winterbach,55595
Winterbach (Pfalz),66484
Winterberg,59955
Winterborn,67822
Winterburg,55595
Winterhausen,97286
Winterlingen,72474
Winterrieden,87785
Winterscheid,54608
Wintersheim,67587
Winterspelt,54616
Winterwerb,56355
Wintrich,54487
Winzer,94577
Wipfeld,97537
Wipperfürth,51688
Wippingen,26892
Wirdum,26529
Wirft,53534
Wirfus,56814
Wirges,56422
Wirsberg,95339
Wirscheid,56237
Wirschweiler,55758
Wisch,24217
Wisch,25876
Wischhafen,21737
Wismar,23966
Wismar,23968
Wismar,23970
Wissen,57537
Wißmannsdorf,54636
Wistedt,21255
Witsum,25938
Wittbek,25872
Wittdün auf Amrum,25946
Wittelshofen,91749
Witten,58452
Witten,58453
Witten,58454
Witten,58455
Witten,58456
Wittenbeck,18209
Wittenberg,06886
Wittenberg,06888
Wittenberg,06889
Wittenberge,19322
Wittenbergen,25548
Wittenborn,23829
Wittenburg,19243
Wittendörp,19243
Wittenförden,19073
Wittenhagen,18510
Witterda,99189
Wittgert,56237
Wittibreut,84384
Wittichenau - Kulow,02997
Wittighausen,97957
Wittingen,29378
Wittingen,29379
Wittislingen,89426
Wittlich,54516
Wittlingen,79599
Wittmar,38329
Wittmoldt,24306
Wittmund,26409
Wittnau,79299
Wittorf,21357
Wittstock/Dosse,16909
Witzeeze,21514
Witzenhausen,37213
Witzenhausen,37214
Witzenhausen,37215
Witzenhausen,37216
Witzenhausen,37217
Witzenhausen,37218
Witzhave,22969
Witzin,19406
Witzleben,99310
Witzmannsberg,94104
Witzwort,25889
Wöbbelin,19288
Wobbenbüll,25856
Woggersin,17039
Wohlde,24899
Wohltorf,21521
Wohnste,27419
Wohratal,35288
Wöhrden,25797
Wokuhl-Dabelow,17237
Wolde,17091
Woldegk,17348
Woldert,57614
Wolfach,77709
Wolfegg,88364
Wolfenbüttel,38300
Wolfenbüttel,38302
Wolfenbüttel,38304
Wölferlingen,56244
Wolferschwenda,99713
Wolfersdorf,85395
Wölfersheim,61200
Wolferstadt,86709
Wolfertschwenden,87787
Wolfhagen,34466
Wolframs-Eschenbach,91639
Wolfratshausen,82515
Wolfsburg,38440
Wolfsburg,38442
Wolfsburg,38444
Wolfsburg,38446
Wolfsburg,38448
Wolfschlugen,72649
Wolfsegg,93195
Wolfsheim,55578
Wolfstein,67752
Wolgast,17438
Wolken,56332
Wolkenstein,09429
Wollbach,97618
Wollbrandshausen,37434
Wollershausen,37434
Wollin,14778
Wollmerath,56826
Wöllstadt,61206
Wöllstein,55597
Wolmersdorf,25704
Wölmersen,57635
Wolmirsleben,39435
Wolmirstedt,39326
Wolnzach,85283
Wolpertshausen,74549
Wolpertswende,88284
Wölpinghausen,31556
Wolsdorf,38379
Wolsfeld,54636
Woltersdorf,15569
Woltersdorf,21516
Woltersdorf,29497
Womrath,55481
Wonfurt,97539
Wonneberg,83379
Wonsees,96197
Wonsheim,55599
Woppenroth,55490
Woringen,87789
Worms,67547
Worms,67549
Worms,67550
Worms,67551
Wörnersberg,72299
Wörnitz,91637
Worpswede,27726
Wörrstadt,55286
Wört,73499
Worth,21502
Wörth,85457
Wörth a.d. Isar,84109
Wörth am Main,63939
Wörth am Rhein,76744
Wörth an der Donau,93086
Wörthsee,82237
Wrangelsburg,17495
Wrestedt,29559
Wriedel,29565
Wriezen,16269
Wrist,25563
Wrixum,25938
Wrohm,25799
Wülfershausen an der Saale,97618
Wülfrath,42489
Wulfsen,21445
Wulfsmoor,25563
Wulften am Harz,37199
Wulkenzin,17039
Wülknitz,01609
Wundersleben,99610
Wünschendorf/Elster,07570
Wunsiedel,95632
Wunstorf,31515
Wuppertal,42103
Wuppertal,42105
Wuppertal,42107
Wuppertal,42109
Wuppertal,42111
Wuppertal,42113
Wuppertal,42115
Wuppertal,42117
Wuppertal,42119
Wuppertal,42275
Wuppertal,42277
Wuppertal,42279
Wuppertal,42281
Wuppertal,42283
Wuppertal,42285
Wuppertal,42287
Wuppertal,42289
Wuppertal,42327
Wuppertal,42329
Wuppertal,42349
Wuppertal,42369
Wuppertal,42389
Wuppertal,42399
Wurmannsquick,84329
Wurmberg,75449
Wurmlingen,78573
Wurmsham,84189
Würrich,56858
Würselen,52146
Wurster Nordseeküste,27639
Wurzbach,07343
Würzburg,97070
Würzburg,97072
Würzburg,97074
Würzburg,97076
Würzburg,97078
Würzburg,97080
Würzburg,97082
Würzburg,97084
Wurzen,04808
Würzweiler,67808
Wüschheim,55471
Wüstenrot,71543
Wusterhausen/Dosse,16845
Wusterhausen/Dosse,16866
Wusterhausen/Dosse,16868
Wusterhusen,17509
Wustermark,14641
Wusterwitz,14789
Wust-Fischbeck,39524
Wüstheuterode,37318
Wustrow,18347
Wustrow,17255
Wustrow,29462
Wutach,79879
Wutha-Farnroda,99848
